Car Name,Car Brand,Car Model,Manufacture Year,Body Type,Fuel Type,Mileage,Transmission,Color,Price,Installment,Condition,Seat Capacity,Location,Sales Channel,URL
FULL SPEC 2023 Lexus RX350 2.4 F Sport SUV,Lexus,RX350,2023,SUV,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,Black,410000,"RM 5,315/month",Used,5,"Kuala Lumpur , Old Klang Road",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3473&page_size=25#listing_15836805
FULL SPEC 2023 Lexus RX350 2.4 F Sport SUV,Lexus,RX350,2023,SUV,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,Black,409000,"RM 5,302/month",Used,5,"Kuala Lumpur , Old Klang Road",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3473&page_size=25#listing_15836819
2019 Mercedes-Benz C200 1.5 Laureus AMG Line Sedan -UNREG-,Mercedes-Benz,C200,2019,Sedan,Petrol - Unleaded (ULP),40 - 45K KM,Automatic,Black,183000,"RM 2,372/month",Used,5,"Selangor , Ampang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3473&page_size=25#listing_15931487
"2015 Mercedes-Benz GLA200 1.6cc SUV (A) REG APRIL 2015, 1 CAREFUL OWNER, F/S/RECORD, L/MIL - 76K KM, FREE 2 YEARS CAR WARRANTY, 18 SPORT RIMS",Mercedes-Benz,GLA200,2015,SUV,Petrol - Unleaded (ULP),75 - 80K KM,Automatic,White,73800,RM 957/month,Used,5,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3473&page_size=25#listing_15931402
2020 BMW X5 3.0 xDrive45e M Sport SUV (Direct owner),BMW,X5,2020,SUV,Hybrid,135 - 140K KM,Automatic,Blue,203000,"RM 2,632/month",Used,5,"Selangor , Subang Jaya",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3473&page_size=25#listing_15793075
2021 Toyota Alphard 2.5 SC JBL,Toyota,Alphard,2021,MPV,Petrol - Unleaded (ULP),5 - 10K KM,Automatic,White,266000,"RM 3,449/month",Used,7,"Selangor , Subang Jaya",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3473&page_size=25#listing_15657547
2017 Honda CITY 1.5 V (A) FREE 1 YEAR WARRANTY DEPO RENDAH,Honda,City,2017,Sedan,Petrol - Unleaded (ULP),70 - 75K KM,Automatic,Red,48900,RM 634/month,Used,5,"Selangor , Klang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3473&page_size=25#listing_15928044
2019 Mercedes-Benz A180 1.3 AMG Line Hatchback,Mercedes-Benz,A180,2019,Hatchback,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,Grey,153000,"RM 1,984/month",Used,5,"Kuala Lumpur , Setapak",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3473&page_size=25#listing_15931079
2022 Lexus RX300 2.0 F Sport (17k Milleage),Lexus,RX300,2022,SUV,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,White,303000,"RM 3,928/month",Used,5,"Kuala Lumpur , Setapak",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3473&page_size=25#listing_15931295
2018 Volkswagen Passat 1.8 280 TSI Comfortline Sedan,Volkswagen,Passat,2018,Sedan,Petrol - Unleaded (ULP),130 - 135K KM,Automatic,Grey,69800,RM 905/month,Used,5,"Johor , Johor Bahru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3473&page_size=25#listing_15931303
2017 Mercedes-Benz C350 e 2.0 AMG Line Sedan -FULL SERVICE RECORD CNC-,Mercedes-Benz,C350 e,2017,Sedan,Hybrid,40 - 45K KM,Automatic,White,89800,"RM 1,164/month",Used,5,"Kuala Lumpur , Setapak",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3473&page_size=25#listing_15931283
2016 Lexus RX200t 2.0 - SUV,Lexus,RX200t,2016,SUV,Petrol - Unleaded (ULP),185 - 190K KM,Automatic,Black,168000,"RM 2,178/month",Used,5,"Kuala Lumpur , Jalan Puchong",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3473&page_size=25#listing_15931243
2019 Nissan Serena 2.0 S-Hybrid*ORIGANAL CONDITION*ACCIDENT FREE*1 CAREFUL OWNER*,Nissan,Serena,2019,MPV,Hybrid,60 - 65K KM,Automatic,White,85800,"RM 1,112/month",Used,7,"Johor , Johor Bahru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3473&page_size=25#listing_15869984
2022 Perodua Ativa 1.0 AV *FULL SERVICE RECORD*1 CAREFUL OWNER*,Perodua,Ativa,2022,SUV,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,White,64800,RM 840/month,Used,5,"Johor , Johor Bahru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3473&page_size=25#listing_15930228
2018 Honda CR-V 1.5 TC-P VTEC*TIP TOP CONDITION*ACCIDENT FREE*1 CAREFUL OWNER*,Honda,CR-V,2018,SUV,Petrol - Unleaded (ULP),65 - 70K KM,Automatic,Black,95800,"RM 1,242/month",Used,5,"Johor , Johor Bahru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3474&page_size=25#listing_15928824
2022 Toyota Vios 1.5 E*FULL SERVICE RECORD*WARRANTY TILL 2027*,Toyota,Vios,2022,Sedan,Petrol - Unleaded (ULP),55 - 60K KM,Automatic,Silver,65800,RM 853/month,Used,5,"Johor , Johor Bahru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3474&page_size=25#listing_15929187
2020 Porsche Macan 2.0 SUV JAPAN UNREG RECON HI/LOW SUSPENSION AIRCOND SEAT READY STOCK UNREG RECON,Porsche,Macan,2020,SUV,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,Black,325000,"RM 4,213/month",Used,5,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3474&page_size=25#listing_15931179
Toyota Alphard 2.5 SC 2021 3LED DIM BSM JPN UNREG,Toyota,Alphard,2021,MPV,Petrol - Unleaded (ULP),30 - 35K KM,Automatic,Black,233000,"RM 3,021/month",Used,7,"Kuala Lumpur , Sungai Besi",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3474&page_size=25#listing_15040012
2023 Lexus NX350 2.4T FSPORT Mark Levinson Sound 360CAM 3LED DIM BSM HUD JPN UNREG,Lexus,NX350,2023,SUV,Petrol - Unleaded (ULP),0 - 5K KM,Automatic,Grey,332000,"RM 4,304/month",Used,5,"Kuala Lumpur , Sungai Besi",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3474&page_size=25#listing_15685506
Toyota Alphard 2.5 SC 2019 3LED JBL 4CAM DIM BSM JPN UNREG,Toyota,Alphard,2019,MPV,Petrol - Unleaded (ULP),55 - 60K KM,Automatic,White,220000,"RM 2,852/month",Used,7,"Kuala Lumpur , Sungai Besi",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3474&page_size=25#listing_13728985
"2014 Toyota Vellfire 2.4 Z Golden Eyes (A) Electric Wel Cab Chair, 2xP/Door, P/Boot, One Lady Owner",Toyota,Vellfire,2014,MPV,Petrol - Unleaded (ULP),125 - 130K KM,Automatic,White,105800,"RM 1,372/month",Used,7,"Kuala Lumpur , Cheras",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3474&page_size=25#listing_15930552
Toyota Alphard 2.5 SC 2021 3LED SROOF DIM BSM JBL 2PDoor PowerBoot JPN UNREG,Toyota,Alphard,2021,MPV,Petrol - Unleaded (ULP),20 - 25K KM,Automatic,White,250000,"RM 3,241/month",Used,7,"Kuala Lumpur , Sungai Besi",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3474&page_size=25#listing_15069760
Toyota Alphard 2.5 SC 2019 JBL 4CAM SUNROOF DIM BSM 3LED JPN UNREG,Toyota,Alphard,2019,MPV,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,White,230000,"RM 2,982/month",Used,7,"Kuala Lumpur , Sungai Besi",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3474&page_size=25#listing_15040116
2023 BMW 330i 2.0 M Sport LCi FACELIFT (FULL SERVICE RECORD 3K KM DONE 5 YEARS WARRANTY),BMW,330i,2023,Sedan,Petrol - Unleaded (ULP),0 - 5K KM,Automatic,White,249888,"RM 3,240/month",Used,5,"Selangor , Klang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3474&page_size=25#listing_15535903
2019 Toyota Vios 1.5 G Sedan (FULL SERIVCE RECORD TOYOTA MALAYSIA 75K KM PADDLE SHIFT FULL SPEC),Toyota,Vios,2019,Sedan,Petrol - Unleaded (ULP),75 - 80K KM,Automatic,White,59888,RM 776/month,Used,5,"Selangor , Klang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3474&page_size=25#listing_14944166
2015 Toyota Vellfire 3.5 ZAG Edition VL MPV (FULL SPEC JBL SURROUND CAMERA MODELLISTA BODYKIT SUNROOF POWER BOOT BLACK INTERIOR) 2016,Toyota,Vellfire,2015,MPV,Petrol - Unleaded (ULP),90 - 95K KM,Automatic,White,159888,"RM 2,073/month",Used,7,"Selangor , Klang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3474&page_size=25#listing_14058196
2021 Mazda MX-5 2.0 SKYACTIV RF Convertible,Mazda,MX-5,2021,Convertible,Petrol - Unleaded (ULP),35 - 40K KM,Automatic,Grey,168000,"RM 2,178/month",Used,2,"Kuala Lumpur , Wangsa Maju",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3474&page_size=25#listing_14697904
2020 Lexus NX300 2.0 Bronze Edition,Lexus,NX300,2020,SUV,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,White,218000,"RM 2,826/month",Used,5,"Kuala Lumpur , Setapak",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3474&page_size=25#listing_15271192
2020 Mercedes-Benz A35 AMG 2.0 4MATIC Hatchback (Unregistered),Mercedes-Benz,A35 AMG,2020,Hatchback,Petrol - Unleaded (ULP),0 - 5K KM,Automatic,Silver,255000,"RM 3,306/month",Used,5,"Selangor , Klang",BrokerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3474&page_size=25#listing_15930851
2021 Lexus NX300 2.0 Spice & Chic,Lexus,NX300,2021,SUV,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,White,218000,"RM 2,826/month",Used,5,"Kuala Lumpur , Setapak",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3474&page_size=25#listing_13742157
2021 Lexus NX300 2.0 I-Package,Lexus,NX300,2021,SUV,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,White,212000,"RM 2,748/month",Used,5,"Kuala Lumpur , Setapak",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3474&page_size=25#listing_13946333
2024 MINI 3 Door 0.0 Cooper SE Hatchback(please call now for appointment),MINI,3 Door,2024,Hatchback,Electric,5 - 10K KM,Automatic,Blue,185000,"RM 2,398/month",Used,4,"Selangor , Subang Jaya",BrokerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3474&page_size=25#listing_15929544
2024 Toyota Yaris 1.5 Hatchback COMAPNY DOC TAK STRONG PUN EASY DPT LOAN,Toyota,Yaris,2024,Hatchback,Petrol - Unleaded (ULP),0 - 5K KM,Automatic,White,82700,"RM 1,072/month",New,5,"Melaka , Ayer Keroh",Sales Agent,https://www.carlist.my/cars-for-sale/malaysia?page_number=3474&page_size=25#listing_13860642
2020 AUDI S5 TFSI QUATTRO S LINE COUPE 3.0 FULL SPEC FREE 5 YEAR WARRANTY,Audi,RS5,2020,Hatchback,Petrol - Unleaded (ULP),30 - 35K KM,Automatic,Blue,288000,"RM 3,734/month",Used,5,"Selangor , Petaling Jaya",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3474&page_size=25#listing_15450713
ORI03/08 Toyota Estima 2.4 AERAS G 7 SEATER SUNROOF/MOONROOF/1 FAMILY OWNER/ACCIDENT FREE,Toyota,Estima,2003,MPV,Petrol - Unleaded (ULP),125 - 130K KM,Automatic,White,17888,RM 232/month,Used,7,"Selangor , Serdang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3474&page_size=25#listing_15649625
ORI2010 Suzuki Grand Vitara 2.0 1 OWNER/1YR WARRANTY/NEW PAINT/GOOD CONDITION/EASY MAINTAIN SUV,Suzuki,Grand Vitara,2010,SUV,Petrol - Unleaded (ULP),90 - 95K KM,Automatic,White,17888,RM 232/month,Used,5,"Selangor , Serdang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3474&page_size=25#listing_15364272
2020 Audi Q7 3.0 TFSI Quattro Full Spec Free 5 Years Warranty,Audi,Q7,2020,SUV,Petrol - Unleaded (ULP),30 - 35K KM,Automatic,Black,268000,"RM 3,474/month",Used,7,"Selangor , Petaling Jaya",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3474&page_size=25#listing_14000312
ORI2017 Nissan X-Trail 2.5 4WD IMPUL EDITION /360 CAM/1YR WARRANTY/E-LEATHERSEAT/ HIGH LOAN,Nissan,X-Trail,2017,SUV,Petrol - Unleaded (ULP),80 - 85K KM,Automatic,Black,48888,RM 634/month,Used,7,"Selangor , Serdang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3474&page_size=25#listing_14375009
Black Interior - 2021 Lexus RX300 F Sport Unreg - Titanium Silver. PanRoof. 360 Camera,Lexus,RX300,2021,SUV,Petrol - Unleaded (ULP),5 - 10K KM,Automatic,Silver,308000,"RM 3,993/month",Used,5,"Kuala Lumpur , Sungai Besi",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3474&page_size=25#listing_15006997
2019 AUDI Q8 3.0 T S LINE QUATTRO FULL SPEC FREE 5 YEAR WARRANTY,Audi,Q8,2019,SUV,Petrol - Unleaded (ULP),30 - 35K KM,Automatic,Black,335000,"RM 4,343/month",Used,5,"Selangor , Petaling Jaya",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3475&page_size=25#listing_15266280
2017 Porsche 911 3.0 Carrera S Coupe,Porsche,911,2017,Coupe,Petrol - Unleaded (ULP),55 - 60K KM,Automatic,White,518000,"RM 6,716/month",Used,4,"Kuala Lumpur , Chan Sow Lin",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3475&page_size=25#listing_15922881
ORI2012 Honda CR-Z 1.5 HYBRID MANUAL CARBON FENDER/1YR WARRANTY/MUGEN BODYKIT/ 1 OWNER/ SPORTRIM,Honda,CR-Z,2012,Hatchback,Hybrid,75 - 80K KM,Manual,White,35888,RM 465/month,Used,4,"Selangor , Serdang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3475&page_size=25#listing_14864756
2019 Toyota Vellfire 2.5 Z G Edition MPV,Toyota,Vellfire,2019,MPV,Petrol - Unleaded (ULP),30 - 35K KM,Automatic,Black,210000,"RM 2,723/month",Used,7,"Johor , Johor Bahru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3475&page_size=25#listing_15930607
2020 MINI 5 Door 2.0 Cooper S Hatchback 4 DOOR READY STOCK JAPAN UNREG RECON,MINI,5 Door,2020,Hatchback,Petrol - Unleaded (ULP),40 - 45K KM,Automatic,Orange,153000,"RM 1,984/month",Used,5,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3475&page_size=25#listing_15930577
ORI2016 Honda Accord 2.4 i-VTEC FACELIFT MODULO LED HEADLAMP/1YR WARRANTY/HIGH LOAN/1 OWNER,Honda,Accord,2016,Sedan,Petrol - Unleaded (ULP),80 - 85K KM,Automatic,Black,65888,RM 854/month,Used,5,"Selangor , Serdang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3475&page_size=25#listing_14686961
